title	type	url_slug	venue	date	location	talk_url	description
Does the Prospect of Upward Mobility Undermine Support for Redistribution?	Poster	talk-1	Annual Meeting of the Society for Judgment and Decision Making	2023-11-20	San Francisco, California		This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
